Vila-Real*,"699,9-1000",393
*,"0-49,9",89
*,"0,49-99,9",99
*,"99,9-149,9",108
*,"149,9-199,9",127
*,"199,9-299,9",164
*,"299,9-399,9",200
*,"399,9-499,9",235
*,"499,9-599,9",262
*,"599,9-699,9",297
*,"699,9-1000",393
Bragance*,"0-49,9",89
Bragance*,"0,49-99,9",99
Bragance*,"99,9-149,9",108
Bragance*,"149,9-199,9",127
Bragance*,"199,9-299,9",164
Bragance*,"299,9-399,9",200
Bragance*,"399,9-499,9",235
Bragance*,"499,9-599,9",262
Bragance*,"599,9-699,9",297
Bragance*,"699,9-1000",393
*,"0-49,9",89
*,"0,49-99,9",99
*,"99,9-149,9",108
*,"149,9-199,9",127
*,"199,9-299,9",164
*,"299,9-399,9",200
*,"399,9-499,9",235
*,"499,9-599,9",262
*,"599,9-699,9",297
*,"699,9-1000",393
Viseu*,"0-49,9",89
Viseu*,"0,49-99,9",99
Viseu*,"99,9-149,9",108
Viseu*,"149,9-199,9",127
Viseu*,"199,9-299,9",164
Viseu*,"299,9-399,9",200
Viseu*,"399,9-499,9",235
Viseu*,"499,9-599,9",262
Viseu*,"599,9-699,9",297
Viseu*,"699,9-1000",393
*,"0-49,9",89
*,"0,49-99,9",99
*,"99,9-149,9",108
*,"149,9-199,9",127
*,"199,9-299,9",164
*,"299,9-399,9",200
*,"399,9-499,9",235
*,"499,9-599,9",262
*,"599,9-699,9",297
*,"699,9-1000",393
Aveiro*,"0-49,9",89
Aveiro*,"0,49-99,9",99
Aveiro*,"99,9-149,9",108
Aveiro*,"149,9-199,9",127
Aveiro*,"199,9-299,9",164
Aveiro*,"299,9-399,9",200
Aveiro*,"399,9-499,9",235
Aveiro*,"499,9-599,9",262
Aveiro*,"599,9-699,9",297
Aveiro*,"699,9-1000",393
Coimbra*,"0-49,9",89
Coimbra*,"0,49-99,9",99
Coimbra*,"99,9-149,9",108
Coimbra*,"149,9-199,9",127
Coimbra*,"199,9-299,9",164
Coimbra*,"299,9-399,9",200
Coimbra*,"399,9-499,9",235
Coimbra*,"499,9-599,9",262
Coimbra*,"599,9-699,9",297
Coimbra*,"699,9-1000",393
*,"0-49,9",89
*,"0,49-99,9",99
*,"99,9-149,9",108
*,"149,9-199,9",127
*,"199,9-299,9",164
*,"299,9-399,9",200
*,"399,9-499,9",235
*,"499,9-599,9",262
*,"599,9-699,9",297
*,"699,9-1000",393
Guarda*,"0-49,9",89
Guarda*,"0,49-99,9",99
Guarda*,"99,9-149,9",108
Guarda*,"149,9-199,9",127
Guarda*,"199,9-299,9",164
Guarda*,"299,9-399,9",200
Guarda*,"399,9-499,9",235
Guarda*,"499,9-599,9",262
Guarda*,"599,9-699,9",297
Guarda*,"699,9-1000",393
*,"0-49,9",89
*,"0,49-99,9",99
*,"99,9-149,9",108
*,"149,9-199,9",127
*,"199,9-299,9",164
*,"299,9-399,9",200
*,"399,9-499,9",235
*,"499,9-599,9",262
*,"599,9-699,9",297
*,"699,9-1000",393
Castelo-Branco*,"0-49,9",89
Castelo-Branco*,"0,49-99,9",99
Castelo-Branco*,"99,9-149,9",108
Castelo-Branco*,"149,9-199,9",127
Castelo-Branco*,"199,9-299,9",164
Castelo-Branco*,"299,9-399,9",200
Castelo-Branco*,"399,9-499,9",235
Castelo-Branco*,"499,9-599,9",262
Castelo-Branco*,"599,9-699,9",297
Castelo-Branco*,"699,9-1000",393
Lisbonne*,"0-49,9",93
Lisbonne*,"0,49-99,9",106
Lisbonne*,"99,9-149,9",118
Lisbonne*,"149,9-199,9",141
Lisbonne*,"199,9-299,9",186
Lisbonne*,"299,9-399,9",230
Lisbonne*,"399,9-499,9",272
Lisbonne*,"499,9-599,9",304
Lisbonne*,"599,9-699,9",346
Lisbonne*,"699,9-1000",462
*,"0-49,9",93
*,"0,49-99,9",106
*,"99,9-149,9",118
*,"149,9-199,9",141
*,"199,9-299,9",186
*,"299,9-399,9",230
*,"399,9-499,9",272
*,"499,9-599,9",304
*,"599,9-699,9",346
*,"699,9-1000",462
Leira*,"0-49,9",93
Leira*,"0,49-99,9",106
Leira*,"99,9-149,9",118
Leira*,"149,9-199,9",141
Leira*,"199,9-299,9",186
Leira*,"299,9-399,9",230
Leira*,"399,9-499,9",272
Leira*,"499,9-599,9",304
Leira*,"599,9-699,9",346
Leira*,"699,9-1000",462
*,"0-49,9",93
*,"0,49-99,9",106
*,"99,9-149,9",118
*,"149,9-199,9",141
*,"199,9-299,9",186
*,"299,9-399,9",230
*,"399,9-499,9",272
*,"499,9-599,9",304
*,"599,9-699,9",346
*,"699,9-1000",462
Santarem*,"0-49,9",93
Santarem*,"0,49-99,9",106
Santarem*,"99,9-149,9",118
Santarem*,"149,9-199,9",141
Santarem*,"199,9-299,9",186
Santarem*,"299,9-399,9",230
Santarem*,"399,9-499,9",272
Santarem*,"499,9-599,9",304
Santarem*,"599,9-699,9",346
Santarem*,"699,9-1000",462
Setubal*,"0-49,9",93
Setubal*,"0,49-99,9",106
Setubal*,"99,9-149,9",118
Setubal*,"149,9-199,9",141
Setubal*,"199,9-299,9",186
Setubal*,"299,9-399,9",230
Setubal*,"399,9-499,9",272
Setubal*,"499,9-599,9",304
Setubal*,"599,9-699,9",346
Setubal*,"699,9-1000",462
*,"0-49,9",93
*,"0,49-99,9",106
*,"99,9-149,9",118
*,"149,9-199,9",141
*,"199,9-299,9",186
*,"299,9-399,9",230
*,"399,9-499,9",272
*,"499,9-599,9",304
*,"599,9-699,9",346
*,"699,9-1000",462
Beja*,"0-49,9",93
Beja*,"0,49-99,9",106
Beja*,"99,9-149,9",118
Beja*,"149,9-199,9",141
Beja*,"199,9-299,9",186
Beja*,"299,9-399,9",230
Beja*,"399,9-499,9",272
Beja*,"499,9-599,9",304
Beja*,"599,9-699,9",346
Beja*,"699,9-1000",462
*,"0-49,9",93
*,"0,49-99,9",106
*,"99,9-149,9",118
*,"149,9-199,9",141
*,"199,9-299,9",186
*,"299,9-399,9",230
*,"399,9-499,9",272
*,"499,9-599,9",304
*,"599,9-699,9",346
*,"699,9-1000",462
Faro*,"0-49,9",93
Faro*,"0,49-99,9",106
Faro*,"99,9-149,9",118
Faro*,"149,9-199,9",141
Faro*,"199,9-299,9",186
Faro*,"299,9-399,9",230
Faro*,"399,9-499,9",272
Faro*,"499,9-599,9",304
Faro*,"599,9-699,9",346
Faro*,"699,9-1000",462
*,"0-49,9",93
*,"0,49-99,9",106
*,"99,9-149,9",118
*,"149,9-199,9",141
*,"199,9-299,9",186
*,"299,9-399,9",230
*,"399,9-499,9",272
*,"499,9-599,9",304
*,"599,9-699,9",346
*,"699,9-1000",462
Evora*,"0-49,9",93
Evora*,"0,49-99,9",106
Evora*,"99,9-149,9",118
Evora*,"149,9-199,9",141
Evora*,"199,9-299,9",186
Evora*,"299,9-399,9",230
Evora*,"399,9-499,9",272
Evora*,"499,9-599,9",304
Evora*,"599,9-699,9",346
Evora*,"699,9-1000",462
Portalegre*,"0-49,9",93
Portalegre*,"0,49-99,9",106
Portalegre*,"99,9-149,9",118
Portalegre*,"149,9-199,9",141
Portalegre*,"199,9-299,9",186
Portalegre*,"299,9-399,9",230
Portalegre*,"399,9-499,9",272
Portalegre*,"499,9-599,9",304
Portalegre*,"599,9-699,9",346
Portalegre*,"699,9-1000",462
