%,"299,9-399,9",200
%,"399,9-499,9",235
%,"499,9-599,9",262
%,"599,9-699,9",297
%,"699,9-1000",393
PT-04%,"0-49,9",89
PT-04%,"49,9-99,9",99
PT-04%,"99,9-149,9",108
PT-04%,"149,9-199,9",127
PT-04%,"199,9-299,9",164
PT-04%,"299,9-399,9",200
PT-04%,"399,9-499,9",235
PT-04%,"499,9-599,9",262
PT-04%,"599,9-699,9",297
PT-04%,"699,9-1000",393
%,"0-49,9",89
%,"49,9-99,9",99
%,"99,9-149,9",108
%,"149,9-199,9",127
%,"199,9-299,9",164
%,"299,9-399,9",200
%,"399,9-499,9",235
%,"499,9-599,9",262
%,"599,9-699,9",297
%,"699,9-1000",393
PT-18%,"0-49,9",89
PT-18%,"49,9-99,9",99
PT-18%,"99,9-149,9",108
PT-18%,"149,9-199,9",127
PT-18%,"199,9-299,9",164
PT-18%,"299,9-399,9",200
PT-18%,"399,9-499,9",235
PT-18%,"499,9-599,9",262
PT-18%,"599,9-699,9",297
PT-18%,"699,9-1000",393
%,"0-49,9",89
%,"49,9-99,9",99
%,"99,9-149,9",108
%,"149,9-199,9",127
%,"199,9-299,9",164
%,"299,9-399,9",200
%,"399,9-499,9",235
%,"499,9-599,9",262
%,"599,9-699,9",297
%,"699,9-1000",393
PT-01%,"0-49,9",89
PT-01%,"49,9-99,9",99
PT-01%,"99,9-149,9",108
PT-01%,"149,9-199,9",127
PT-01%,"199,9-299,9",164
PT-01%,"299,9-399,9",200
PT-01%,"399,9-499,9",235
PT-01%,"499,9-599,9",262
PT-01%,"599,9-699,9",297
PT-01%,"699,9-1000",393
PT-06%,"0-49,9",89
PT-06%,"49,9-99,9",99
PT-06%,"99,9-149,9",108
PT-06%,"149,9-199,9",127
PT-06%,"199,9-299,9",164
PT-06%,"299,9-399,9",200
PT-06%,"399,9-499,9",235
PT-06%,"499,9-599,9",262
PT-06%,"599,9-699,9",297
PT-06%,"699,9-1000",393
%,"0-49,9",89
%,"49,9-99,9",99
%,"99,9-149,9",108
%,"149,9-199,9",127
%,"199,9-299,9",164
%,"299,9-399,9",200
%,"399,9-499,9",235
%,"499,9-599,9",262
%,"599,9-699,9",297
%,"699,9-1000",393
PT-09%,"0-49,9",89
PT-09%,"49,9-99,9",99
PT-09%,"99,9-149,9",108
PT-09%,"149,9-199,9",127
PT-09%,"199,9-299,9",164
PT-09%,"299,9-399,9",200
PT-09%,"399,9-499,9",235
PT-09%,"499,9-599,9",262
PT-09%,"599,9-699,9",297
PT-09%,"699,9-1000",393
%,"0-49,9",89
%,"49,9-99,9",99
%,"99,9-149,9",108
%,"149,9-199,9",127
%,"199,9-299,9",164
%,"299,9-399,9",200
%,"399,9-499,9",235
%,"499,9-599,9",262
%,"599,9-699,9",297
%,"699,9-1000",393
PT-05%,"0-49,9",89
PT-05%,"49,9-99,9",99
PT-05%,"99,9-149,9",108
PT-05%,"149,9-199,9",127
PT-05%,"199,9-299,9",164
PT-05%,"299,9-399,9",200
PT-05%,"399,9-499,9",235
PT-05%,"499,9-599,9",262
PT-05%,"599,9-699,9",297
PT-05%,"699,9-1000",393
PT-11%,"0-49,9",93
PT-11%,"49,9-99,9",106
PT-11%,"99,9-149,9",118
PT-11%,"149,9-199,9",141
PT-11%,"199,9-299,9",186
PT-11%,"299,9-399,9",230
PT-11%,"399,9-499,9",272
PT-11%,"499,9-599,9",304
PT-11%,"599,9-699,9",346
PT-11%,"699,9-1000",462
%,"0-49,9",93
%,"49,9-99,9",106
%,"99,9-149,9",118
%,"149,9-199,9",141
%,"199,9-299,9",186
%,"299,9-399,9",230
%,"399,9-499,9",272
%,"499,9-599,9",304
%,"599,9-699,9",346
%,"699,9-1000",462
PT-10%,"0-49,9",93
PT-10%,"49,9-99,9",106
PT-10%,"99,9-149,9",118
PT-10%,"149,9-199,9",141
PT-10%,"199,9-299,9",186
PT-10%,"299,9-399,9",230
PT-10%,"399,9-499,9",272
PT-10%,"499,9-599,9",304
PT-10%,"599,9-699,9",346
PT-10%,"699,9-1000",462
%,"0-49,9",93
%,"49,9-99,9",106
%,"99,9-149,9",118
%,"149,9-199,9",141
%,"199,9-299,9",186
%,"299,9-399,9",230
%,"399,9-499,9",272
%,"499,9-599,9",304
%,"599,9-699,9",346
%,"699,9-1000",462
PT-14%,"0-49,9",93
PT-14%,"49,9-99,9",106
PT-14%,"99,9-149,9",118
PT-14%,"149,9-199,9",141
PT-14%,"199,9-299,9",186
PT-14%,"299,9-399,9",230
PT-14%,"399,9-499,9",272
PT-14%,"499,9-599,9",304
PT-14%,"599,9-699,9",346
PT-14%,"699,9-1000",462
PT-15%,"0-49,9",93
PT-15%,"49,9-99,9",106
PT-15%,"99,9-149,9",118
PT-15%,"149,9-199,9",141
PT-15%,"199,9-299,9",186
PT-15%,"299,9-399,9",230
PT-15%,"399,9-499,9",272
PT-15%,"499,9-599,9",304
PT-15%,"599,9-699,9",346
PT-15%,"699,9-1000",462
%,"0-49,9",93
%,"49,9-99,9",106
%,"99,9-149,9",118
%,"149,9-199,9",141
%,"199,9-299,9",186
%,"299,9-399,9",230
%,"399,9-499,9",272
%,"499,9-599,9",304
%,"599,9-699,9",346
%,"699,9-1000",462
PT-02%,"0-49,9",93
PT-02%,"49,9-99,9",106
PT-02%,"99,9-149,9",118
PT-02%,"149,9-199,9",141
PT-02%,"199,9-299,9",186
PT-02%,"299,9-399,9",230
PT-02%,"399,9-499,9",272
PT-02%,"499,9-599,9",304
PT-02%,"599,9-699,9",346
PT-02%,"699,9-1000",462
%,"0-49,9",93
%,"49,9-99,9",106
%,"99,9-149,9",118
%,"149,9-199,9",141
%,"199,9-299,9",186
%,"299,9-399,9",230
%,"399,9-499,9",272
%,"499,9-599,9",304
%,"599,9-699,9",346
%,"699,9-1000",462
PT-08%,"0-49,9",93
PT-08%,"49,9-99,9",106
PT-08%,"99,9-149,9",118
PT-08%,"149,9-199,9",141
PT-08%,"199,9-299,9",186
PT-08%,"299,9-399,9",230
PT-08%,"399,9-499,9",272
PT-08%,"499,9-599,9",304
PT-08%,"599,9-699,9",346
PT-08%,"699,9-1000",462
%,"0-49,9",93
%,"49,9-99,9",106
%,"99,9-149,9",118
%,"149,9-199,9",141
%,"199,9-299,9",186
%,"299,9-399,9",230
%,"399,9-499,9",272
%,"499,9-599,9",304
%,"599,9-699,9",346
%,"699,9-1000",462
PT-07%,"0-49,9",93
PT-07%,"49,9-99,9",106
PT-07%,"99,9-149,9",118
PT-07%,"149,9-199,9",141
PT-07%,"199,9-299,9",186
PT-07%,"299,9-399,9",230
PT-07%,"399,9-499,9",272
PT-07%,"499,9-599,9",304
PT-07%,"599,9-699,9",346
PT-07%,"699,9-1000",462
PT-12%,"0-49,9",93
PT-12%,"49,9-99,9",106
PT-12%,"99,9-149,9",118
PT-12%,"149,9-199,9",141
PT-12%,"199,9-299,9",186
PT-12%,"299,9-399,9",230
PT-12%,"399,9-499,9",272
PT-12%,"499,9-599,9",304
PT-12%,"599,9-699,9",346
PT-12%,"699,9-1000",462
%,"0-49,9",
%,"49,9-99,9",
%,"99,9-149,9",
%,"149,9-199,9",
%,"199,9-299,9",
%,"299,9-399,9",
%,"399,9-499,9",
%,"499,9-599,9",
%,"599,9-699,9",
%,"699,9-1000",
